title,genre,producer,country,country_duble,year,year_duble,imdb
Где дом друга?,Жанры игрового кино,"(['Аббас Киаростами'],)",,,,1987,8.1
Где горит огонь,"Жанры игрового кино,Драматический фильм","([],)",,Турция,"4 мая,2012", ,6.4
Где генерал?,"Жанры игрового кино,Военный фильм,Кинокомедия","(['Хмелевский, Тадеуш'],)",Польша,,,1963,6.7
"Где вы, рыцари?","Жанры игрового кино,Кинокомедия","(['Быков, Леонид Фёдорович'],)",,Союз Советских Социалистических Республик,,,5.9
Где бы ты ни был,"Жанры игрового кино,Трагикомедия,Роуд-муви","(['Соррентино, Паоло'],)",,,,2011,6.7
Где Ахмед?,"Жанры игрового кино,Кинокомедия","(['Адиль Искендеров'],)",СССР,,,1963,8.1
Где Анна Франк?,,"(['Фольман, Ари'],)","Бельгия,Франция,Люксембург,Нидерланды,Израиль",,"9 июля,2021,24 августа,2021,14 сентября,2021,8 декабря,2021,21 апреля,2022,23 февраля,2023"," , , , , , ",6.4
Где 042?,"Жанры игрового кино,Военный фильм,Приключенческий фильм,Драма (жанр)","(['Ленциус, Олег Евгеньевич'],)",СССР,,,1969,6.2
Гданьск,"Жанры игрового кино,Фэнтези,Ужасы","(['Бломкамп, Нил'],)",Канада,,,2017,4.7
Гвоздь в сапоге,"Жанры игрового кино,Притча","(['Калатозов, Михаил Константинович'],)",СССР,,,1932,7.0
Гвоздоед,"Жанры игрового кино,Кинокомедия,Философия","(['Мизрахи, Моше (режиссёр)'],)",Франция,,,1988,5.0
Гвозди,"Жанры игрового кино,Фильм ужасов,Артхаус","(['Исканов, Андрей Геннадьевич'],)",,,,2003,5.4
Гвендолин,"Жанры игрового кино,Фэнтэзи,Приключенческий фильм,Эротика","(['Жакен, Жюст'],)",Франция,,,1984,5.3
Гвардейцы короля,"Жанры игрового кино,Приключения","([],)",США,,,2000,3.4
Гвардеец,"Жанры игрового кино,Драма (жанр)","(['Франклин, Сидни'],)","США,[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en]",,,1931,6.4
Гашербрум — сверкающая гора,"Жанры игрового кино,Документальное кино","(['Вернер Херцог'],)",ФРГ,,,1984,7.5
Гаучо,"Жанры игрового кино,Кинокомедия","(['Ризи, Дино'],)","Италия,Аргентина",,,1965,6.8
Гаучо,"Жанры игрового кино,Фильм плаща и шпаги,Немой кинематограф","(['Ф. Ричард Джонс (страница отсутствует)'],)",США,,,,7.0
Гаттака,"Жанры игрового кино,Антиутопия,Биопанк,Драма (жанр),Кинофантастика","(['Никкол, Эндрю'],)","США,[en],[en],[en],[en]",,,1997,7.7
Гастарбайтер,"Жанры игрового кино,Мелодрама","(['Разыков, Юсуп Сулейманович'],)","Узбекистан,Россия",,,2009,7.4
Гаскойн. Легенда Англии,"Жанры игрового кино,Документальный фильм","([],)",Великобритания,,,2015,7.0
Гарфилд 2,"Жанры игрового кино,Кинокомедия,Семейный фильм","(['Хилл, Тим'],)","США,Великобритания",,,2006,5.0
Гарфилд,"Жанры игрового кино,Комедия","(['Питер Хьюитт'],)",США,,,2004,5.0
Гарриет,"Жанры игрового кино,Драма (жанр)","(['Леммонс, Кейси'],)",США,,,2019,6.7
Гарри Хафт: Последний бой,"Жанры игрового кино,Фильм-биография,Драма (жанр)","(['Левинсон, Барри'],)",США,,2021,,6.7
Гарри Поттер и узник Азкабана,"Жанры игрового кино,Приключенческий фильм,Фэнтези,Детективный фильм","(['Куарон, Альфонсо'],)","Великобритания,США",,,2004,7.9
Гарри Поттер и Тайная комната,"Жанры игрового кино,Приключенческий фильм,Фэнтези","(['Коламбус, Крис'],)","Великобритания,США",,,2002,7.4
