title,genre,producer,country,country_duble,year,year_duble,imdb
Фантазм 5: Уничтожитель,"Жанры игрового кино,Фильм ужасов,Фантастика","(['Хартман, Дэвид (страница отсутствует)'],)",США,,,2016,https://www.imdb.com/title/tt3627704/
Фантазм 4: Забвение,"Жанры игрового кино,Фильм ужасов,Фантастика","(['Коскарелли, Дон'],)",,,,1998,https://www.imdb.com/title/tt0138703/
Убийство Джона Леннона,"Жанры игрового кино,Драма (жанр)","(['Эндрю Пиддингтон (страница отсутствует)'],)",Великобритания,,,2006,https://www.imdb.com/title/tt0881934/
Фантазм 3: Повелитель мёртвых,"Жанры игрового кино,Фильм ужасов,Фантастика","(['Коскарелли, Дон'],)",,,,1994,https://www.imdb.com/title/tt0110823/
Убийство Деда Мороза,"Жанры игрового кино,Драматический фильм,d:Q28026639,Криминальный фильм","([],)",,Франция,"1941,16 октября,1941", ,https://www.imdb.com/title/tt0033357/
Убийство двух любовников,"Жанры игрового кино,Драма (жанр)","([],)",США,,,2020,https://www.imdb.com/title/tt10702148/
Убийство герцога Гиза,"Жанры игрового кино,Исторический фильм,Драматический фильм,Немой кинематограф","(['Ле Баржи, Шарль', 'Кальметт, Андре'],)",,Франция,,1908,https://www.imdb.com/title/tt0000637/
Убийство выпускницы,"Жанры игрового кино,Детективный фильм","([],)",,,,1989,https://www.imdb.com/title/tt0098119/
"Убийство вслепую, или в плену у наваждения","Жанры игрового кино,Триллер,Детективный фильм","([],)",США,,,1994,https://www.imdb.com/title/tt0109296/
Убийство в чужом городе,"Жанры игрового кино,Триллер,Боевик (киножанр)","([],)","США,Канада",,,2001,https://www.imdb.com/title/tt0263215/
Убийство в трёх актах,"Жанры игрового кино,Детективный фильм","([],)",США,,,,https://www.imdb.com/title/tt0091572/
Убийство в соборе,,"([],)",,,,,https://www.imdb.com/title/tt12163456/
Убийство в Саншайн-Менор,"Жанры игрового кино,Детектив,Триллер","(['Небиеридзе, Борис Константинович'],)",,,,1992,https://www.imdb.com/title/tt0296910/
Убийство в Риме,"Жанры игрового кино,Драма (жанр)","(['Пан Косматос, Джордж'],)","Франция,Италия",,,1973,https://www.imdb.com/title/tt0070592/
Убийство в провинции,"Жанры игрового кино,Драма (жанр),Триллер","(['Марковиц, Роберт (страница отсутствует)'],)",США,,,1993,https://www.imdb.com/title/tt0107619/
Убийство в Париже,"Жанры игрового кино,Боевик (киножанр),Комедия,Драма (жанр),Детектив","([],)",США,,"Дом игрушек Пи-ви,Специальные корреспонденты,Brahman Naman,Перерождение,Таллула,Поцелуй,Талисманы,Я прелесть, живущая в доме,Благодать,Blue Jay,Похищение монет,iБой,Imperial Dreams,День любимой,Раскалённые пески,Дейдра и Лани грабят поезд,Самая ненавистная женщина Америки,Отыграйся,Песочный замок,Бродяги,Мелкие преступления,Красавчик,Озеро Шиммер,Невероятная Джессика Джеймс,Маленькое зло,Наши души по ночам,Водила,Убийца,Принц на Рождество,Рождество в Эль-Камино,Рождественское наследие,Король польки,Годзилла: Планета чудовищ,6 Balloons,Придержи тьму,Come Sunday,A Futile and Stupid Gesture","2023,[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en]",https://www.imdb.com/title/tt15255288/
Убийство в маленьком городе,"Жанры игрового кино,Драма (жанр)","([],)",США,,,1990,https://www.imdb.com/title/tt0099936/
Убийство в лунном свете,"Жанры игрового кино,Кинофантастика","([],)",Великобритания,,,1989,https://www.imdb.com/title/tt0097931/
Убийство в клубе Чиппендейлс,"Жанры игрового кино,Драма (жанр),Криминал","([],)",,,,2000,https://www.imdb.com/title/tt0256690/
Убийство в Катамаунте,"Жанры игрового кино,Драма (жанр),Детективный фильм,Криминальный фильм,Экранизация,Триллер","(['Занусси, Кшиштоф'],)","Польша,США",,,1975,https://www.imdb.com/title/tt0071770/
Убийство в «Восточном экспрессе»,"Жанры игрового кино,Криминальная драма,Детектив","(['Брана, Кеннет'],)",США,,,2017,https://www.imdb.com/title/tt3402236/
Убийство в «Восточном экспрессе»,"Жанры игрового кино,Детективный фильм","(['Люмет, Сидни'],)",,"Великобритания,Соединённые Штаты Америки",,1974,https://www.imdb.com/title/tt0071877/
Убийство в женском клубе,"Жанры игрового кино,Детективный фильм","(['Льюис, Роберт (страница отсутствует)'],)",США,,,1988,https://www.imdb.com/title/tt0095485/
Убийство в дождь,"Жанры игрового кино,Детективный фильм,Триллер","([],)",США,,1990,,https://www.imdb.com/title/tt0102750/
Убийство в Гросс-Пойнте,"Жанры игрового кино,Чёрная комедия,Криминальный фильм,Музыкальный жанр,Рок-музыка,Панк-рок,Новая волна (музыка),Пост-панк,Ска","(['Джордж Армитедж (страница отсутствует)'],)","США,США",,,1997,https://www.imdb.com/title/tt0119229/
Убийство в Вегасе,"Жанры игрового кино,Криминальный фильм,Детектив (жанр),Триллер","(['Купер, Стюарт'],)",США,,,2009,https://www.imdb.com/title/tt1244588/
Убийство в Белом Доме,"Жанры игрового кино,Боевик (киножанр),Триллер","([],)",,,,1997,https://www.imdb.com/title/tt0119731/
Убийство в зимней Ялте,Жанры игрового кино,"(['Муратов, Александр Игоревич'],)",Украина,,,2007,https://www.imdb.com/title/tt3084244/
Убийство,"Жанры игрового кино,Боевик (киножанр),Драма (жанр),Триллер","(['Хант, Питер (страница отсутствует)'],)",США,,,1987,https://www.imdb.com/title/tt0092585/
Убийство,"Жанры игрового кино,Дзидайгэки,Исторический фильм,Драма (жанр)","(['Масахиро Синода'],)",Япония,,,,https://www.imdb.com/title/tt0164347/
Убийство,"Жанры игрового кино,Короткометражный фильм","(['Роман Полански'],)",Польша,,,1957,https://www.imdb.com/title/tt0050725/
Убийство,"Жанры игрового кино,Нуар (кино),Фильм-ограбление","(['Кубрик, Стэнли'],)",,Соединённые Штаты Америки,"1956,6 июня,1956,27 ноября,1956"," , ",https://www.imdb.com/title/tt0049406/
Убийство,"Жанры игрового кино,Нуар,Детектив","(['Дейковс, Феликс (страница отсутствует)'],)",США,,,,https://www.imdb.com/title/tt0041482/
Шёпот стен,"Жанры игрового кино,Фильм ужасов","(['Корейский язык'],)",Республика Корея,,,,https://www.imdb.com/title/tt0241073/
Убийство в «Восточном экспрессе»,"Жанры игрового кино,Детектив","(['Шенкель, Карл (страница отсутствует)'],)",США,,,,https://www.imdb.com/title/tt0279250/
Шёпот острова,"Жанры игрового кино,Триллер","([],)",,"Соединённые Штаты Америки,Канада",,,https://www.imdb.com/title/tt1132574/
Шёпот в ночи,"Жанры игрового кино,Триллер","([],)",США,,,1992,https://www.imdb.com/title/tt0105811/
Шёпот ангелов,"Жанры игрового кино,Драма (жанр)","([],)",США,,,2000,https://www.imdb.com/title/tt0201899/
Шёпот,"Жанры игрового кино,Триллер,Фильм ужасов,Драма (жанр),Криминал","(['Стюарт Хендлер (страница отсутствует)'],)","США,Канада",,,,https://www.imdb.com/title/tt0435528/
Шёпот,"Жанры игрового кино,Фильм ужасов,Триллер","([],)",США,,,1995,https://www.imdb.com/title/tt0118153/
Шёпот,"Жанры игрового кино,Триллер","(['Джексон, Дуглас'],)",,,,1990,https://www.imdb.com/title/tt0100926/
Шенандоа,"Жанры игрового кино,Драма (жанр),Вестерн,Военный фильм","(['Маклаглен, Эндрю (страница отсутствует)'],)",США,,,1965,https://www.imdb.com/title/tt0059711/
Шельменко-денщик,Жанры игрового кино,"(['Тутышкин, Андрей Петрович'],)",СССР,,,1971,https://www.imdb.com/title/tt0067745/
Шелуха,"Жанры игрового кино,Фильм ужасов,Слэшер (жанр),Мистика","(['Бретт Симмонс (страница отсутствует)'],)",,Соединённые Штаты Америки,,2010,https://www.imdb.com/title/tt1504403/
Шёлковые чулки,"Жанры игрового кино,Музыкальный фильм","(['Рубен Мамулян'],)",США,,1957,,https://www.imdb.com/title/tt0050972/
Шёлк,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Франсуа Жирар'],)","Канада,Франция,Япония,Великобритания,Италия",,,2007,https://www.imdb.com/title/tt0494834/
Шёлк,"Жанры игрового кино,Боевик (киножанр),Криминальный фильм,Драма (жанр)","(['Сантьяго, Сирио (страница отсутствует)'],)","США,Филиппины",,,1986,https://www.imdb.com/title/tt0091957/
Шелест,"Жанры игрового кино,Кинокомедия","(['Дженина, Августо'],)",,,,1955,https://www.imdb.com/title/tt0047003/
Шёл четвёртый год войны,"Жанры игрового кино,Военный,Драма (жанр)","(['Николаенко, Георгий Михайлович'],)",СССР,,1983,,https://www.imdb.com/title/tt0261999/
Шёл солдат с фронта,"Жанры игрового кино,Драма (жанр)","(['Легошин, Владимир Григорьевич'],)",СССР,,,1939,https://www.imdb.com/title/tt12131680/
Шекспириана,"Жанры игрового кино,Телевизионный балет,Драма (жанр)","(['Слидовкер, Феликс Семёнович'],)",СССР,,,1988,
Шекспиру и не снилось,"Жанры игрового кино,Мюзикл,Комедия,Романтика","(['Алексей Зернов'],)",,,,2007,https://www.imdb.com/title/tt1236443/
Шекспир. Предостережение королям,"Жанры игрового кино,Документальное кино,Исторический фильм,Биографический фильм","([],)",,Россия,"11 декабря,2016", ,
Шейх,"Жанры игрового кино,Приключенческий фильм,Драма (жанр),Мелодрама","(['Мелфорд, Джордж'],)",США,,,1921,https://www.imdb.com/title/tt0012675/
Шейн,"Жанры игрового кино,d:Q1045165,Романтический фильм,Драматический фильм,d:Q52207399","(['Стивенс, Джордж'],)",,Соединённые Штаты Америки,,1953,https://www.imdb.com/title/tt0046303/
Шеймас,"Жанры игрового кино,Фильм-тайна,Комедийный триллер,Боевик (киножанр),Криминальный фильм","([],)",,Соединённые Штаты Америки,"31 января,1973,1 февраля,1973,5 февраля,1973,16 февраля,1973,16 марта,1973,27 апреля,1973,18 мая,1973,28 мая,1973,8 июня,1973,23 августа,1973,13 октября,1973"," , , , , , , , , , , ",https://www.imdb.com/title/tt0070680/
Шедевр,"Жанры игрового кино,Кинокомедия,Драма (жанр)","(['Гастон Дюпра (страница отсутствует)'],)","Аргентина,Испания",,,2018,https://www.imdb.com/title/tt7605922/
Шейди,"Жанры игрового кино,Кинокомедия","(['Филип Сэвилл (страница отсутствует)'],)",Великобритания,,,1985,https://www.imdb.com/title/tt0090003/
Шевалье,"Жанры игрового кино,Биографический фильм,Драматический фильм,Исторический фильм","([],)",,Соединённые Штаты Америки,,2022,https://www.imdb.com/title/tt12758486/
Швеция: ад и рай,"Жанры игрового кино,Документальное кино","([],)",,Италия,1968,,https://www.imdb.com/title/tt0063660/
Швейцария,,"(['Корбейн, Антон'],)",США,,,,https://www.imdb.com/title/tt14129116/
Швейк на фронте,"Жанры игрового кино,Кинокомедия","(['Стеклы, Карел'],)",Чехословакия,,,1957,https://www.imdb.com/title/tt0050853/
Швейк готовится к бою,"Жанры игрового кино,Комедия","(['Юткевич, Сергей Иосифович', 'Минц, Климентий'],)",СССР,,1942,,https://www.imdb.com/title/tt6691246/
Швейк во Второй мировой войне,"Жанры игрового кино,Кинокомедия,Сатира","(['Захаров, Марк Анатольевич'],)",СССР,,,1969,
Швейк в русском плену,Жанры игрового кино,"(['Иннеманн, Сватоплук (страница отсутствует)'],)",Чехословакия,,,1927,https://www.imdb.com/title/tt0320551/
Шведская спичка,"Жанры игрового кино,Кинокомедия,Детективный фильм","(['Юдин, Константин Константинович'],)",,Союз Советских Социалистических Республик,,1954,https://www.imdb.com/title/tt0048615/
Шведская спичка,"Жанры игрового кино,Трагикомедия,d:Q52162262","([],)",,Украинская Советская Социалистическая Республика,,1922,
Шведская история любви,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Андерссон, Рой'],)",Швеция,,,1970,https://www.imdb.com/title/tt0065955/
Шашлык,"Жанры игрового кино,Комедия","(['Ривьера, Ленс (страница отсутствует)'],)",США,,,2004,https://www.imdb.com/title/tt0380277/
Шахтёры,"Жанры игрового кино,Драма (жанр)","(['Юткевич, Сергей Иосифович'],)",СССР,,,1937,https://www.imdb.com/title/tt0029545/
Шахтёр,"Жанры игрового кино,Драма (жанр)","([],)","Хорватия,Словения",,,2017,https://www.imdb.com/title/tt6213994/
Шахта № 8,Жанры игрового кино,"([],)","Эстония,Украина",,,2010,https://www.imdb.com/title/tt1727854/
Шахта Л23,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Бучковский, Леонард'],)",Польша,,,1932,https://www.imdb.com/title/tt0170649/
Шахта,Жанры игрового кино,"([],)",Турция,,,1978,https://www.imdb.com/title/tt0183459/
Шахматы жизни,Жанры игрового кино,"(['Уральский, Александр Николаевич (страница отсутствует)'],)",,,,1916,
Шахматная горячка,"Жанры игрового кино,Кинокомедия","(['Пудовкин, Всеволод Илларионович', 'Шпиковский, Николай Григорьевич'],)",СССР,,,1925,https://www.imdb.com/title/tt0015673/
Тайна Сен-Тропе,"Жанры игрового кино,Комедия,Криминальный фильм,Детектив","(['fr:Nicolas Benamou'],)","Франция,Бельгия",,,2021,https://www.imdb.com/title/tt10537660/
Тайна Санта-Виттории,"Жанры игрового кино,Трагикомедия","(['Крамер, Стэнли'],)",США,,,1969,https://www.imdb.com/title/tt0064952/
Тайна рукописного Корана,Жанры игрового кино,"(['Гаспарянц, Рафаэль Сетракович (страница отсутствует)'],)",СССР,,,1991,
Тайна разума,"Жанры игрового кино,Фильм ужасов","(['Эндрю Ван Ден Хутен (страница отсутствует)'],)",США,,,2005,https://www.imdb.com/title/tt0417745/
Тайна Рагнарока,"Жанры игрового кино,Приключенческий фильм,Боевик (киножанр)","(['Миккел Бренне Сандемус (страница отсутствует)'],)",Норвегия,,,2013,https://www.imdb.com/title/tt2363213/
Тайна предков,"Жанры игрового кино,Истерн,Боевик (киножанр),Приключенческий фильм","(['Арипов, Марат Сабирович'],)",,Союз Советских Социалистических Республик,,1972,https://www.imdb.com/title/tt5332324/
Тайна печати дракона,"Жанры игрового кино,Фэнтези,Приключенческий фильм,Боевик (киножанр)","(['Степченко, Олег Анатольевич'],)",,"Россия,Китай",,2019,https://www.imdb.com/title/tt6218010/
Тайна перевала Дятлова,"Жанры игрового кино,Фильм ужасов,Триллер,Псевдодокументальный фильм","(['Харлин, Ренни'],)","Великобритания,Россия",,"28 февраля,2013,14 марта,2013"," , ",https://www.imdb.com/title/tt1905040/
Тайна отца Амаро,Жанры игрового кино,"([],)",Мексика,,,2002,https://www.imdb.com/title/tt0313196/
Загадка острова сокровищ,"Жанры игрового кино,Фильм ужасов","(['Хуан Пике Симон (страница отсутствует)'],)",,"Испания,Соединённые Штаты Америки",,1981,https://www.imdb.com/title/tt0082769/
Тайна острова Роан-Иниш,"Жанры игрового кино,Драма (жанр),Семейный фильм,Фэнтези","(['Сэйлз, Джон'],)","США,Ирландия",,,1994,https://www.imdb.com/title/tt0111112/
Тайна одной крепости,"Жанры игрового кино,Детский фильм,Приключенческий фильм,Фантастический фильм","(['Али Саттар Атакишиев (страница отсутствует)'],)","СССР,Азербайджанская ССР",,,1959,https://www.imdb.com/title/tt2081190/
Тайна острова Бэк-Кап,"Жанры игрового кино,Фантастика,Анимационный фильм,Приключения,Комедия","(['Земан, Карел (режиссёр)'],)",Чехословакия,,,1958,https://www.imdb.com/title/tt0052374/
Тайна ордена,"Жанры игрового кино,Боевик (киножанр),Приключенческий фильм,Кинокомедия","(['Шелдон Леттич'],)","США,Аруба",,,2001,https://www.imdb.com/title/tt0193364/
Тайна Обервальда,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Микеланджело Антониони'],)",Италия,,,1981,https://www.imdb.com/title/tt0081165/
Тайна Николы Теслы,"Жанры игрового кино,Биографический фильм,Драма (жанр)","(['Папич, Крсто'],)",,,,1980,https://www.imdb.com/title/tt0079985/
Тайна Мунакра,"Жанры игрового кино,Драма (жанр),Приключенческий фильм,Фэнтези","(['Чупо, Габор'],)","Великобритания,Франция,Венгрия,США",,,2009,https://www.imdb.com/title/tt0396707/
Тайна музея восковых фигур,"Жанры игрового кино,Фильм ужасов,Триллер","(['Кёртис, Майкл'],)",США,,,1933,https://www.imdb.com/title/tt0024368/
Тайна монастырской ракии,"Жанры игрового кино,Кинокомедия","(['Шиян, Слободан'],)","Югославия,Канада",,,1988,https://www.imdb.com/title/tt0098433/
Тайна мистера Вонга,"Жанры игрового кино,Мистический фильм,Детективный фильм","(['Уильям Най'],)",США,,,1939,https://www.imdb.com/title/tt0031704/
Тайна мисс Бринкс,"Жанры игрового кино,Детектив","(['Базили Сикевич (страница отсутствует)'],)",Польша,,,1936,https://www.imdb.com/title/tt0028014/
Тайна Майерлинга,"Жанры игрового кино,Исторический фильм,Биографический фильм,Драма (жанр),Мелодрама","(['Деланнуа, Жан'],)",Франция,,,1949,https://www.imdb.com/title/tt0040769/
Тайна личности Борна,"Жанры игрового кино,Триллер","([],)",,Соединённые Штаты Америки,,,https://www.imdb.com/title/tt0094791/
"Тайна королевы Анны, или Мушкетёры тридцать лет спустя","Жанры игрового кино,Приключенческий фильм,Фильм плаща и шпаги","(['Юнгвальд-Хилькевич, Георгий Эмильевич'],)",,,,1993,https://www.imdb.com/title/tt0149244/
Тайна корабельных часов,Жанры игрового кино,"(['Шабанов, Руфат Исмаил оглы (страница отсутствует)'],)",СССР,,,1983,https://www.imdb.com/title/tt3127064/
Тайна Кара-Тау,"Жанры игрового кино,Драма (жанр)","(['Дубровский, Александр Митрофанович'],)",СССР,,,1932,https://www.imdb.com/title/tt21272388/
Тайна Карпатского замка,"Жанры игрового кино,Кинофантастика,Кинокомедия","(['Липский, Олдржих'],)",Чехословакия,,,1981,https://www.imdb.com/title/tt0083162/
Тайна золотой горы,"Жанры игрового кино,Приключения","(['Гусаров, Николай Николаевич'],)",СССР,,,1985,https://www.imdb.com/title/tt0265841/
Тайна Инков,"Жанры игрового кино,Приключенческий фильм","(['Джерри Хоппер'],)",,Соединённые Штаты Америки,1954,,https://www.imdb.com/title/tt0047464/
Тайна Зелёного острова,"Жанры игрового кино,Приключения","(['Союнханов, Мухамед'],)",СССР,,,,https://www.imdb.com/title/tt1874738/
Тайна зелёного бора,"Жанры игрового кино,Приключенческий фильм,Семейный фильм","(['Николаевский, Олег Павлович'],)",СССР,,,1960,https://www.imdb.com/title/tt1804641/
Тайна записной книжки,"Жанры игрового кино,Детективный фильм","(['Шамшурин, Владимир Георгиевич'],)",СССР,,,,https://www.imdb.com/title/tt0237798/
Тайна забытой переправы,"Жанры игрового кино,Боевик (киножанр),Приключенческий фильм,Истерн","(['Хамидов, Сухбат'],)",,Союз Советских Социалистических Республик,,1973,https://www.imdb.com/title/tt5352982/
Тайна за дверью,"Жанры игрового кино,Готический роман,Триллер,Драма (жанр)","(['Фриц Ланг'],)",США,,,1948,https://www.imdb.com/title/tt0040766/
Тайна железной двери,"Жанры игрового кино,Фантастика,Приключения","(['Юзовский, Михаил Иосифович'],)",СССР,,,,https://www.imdb.com/title/tt0066442/
Тайна дома с часами,"Жанры игрового кино,Кинофантастика,Кинокомедия,Триллер","(['Элай Рот'],)",США,,,2018,https://www.imdb.com/title/tt2119543/
Тайна дома номер пять,"Жанры игрового кино,Драматический фильм,Фильм ужасов","([],)",Российская империя,,,1912,https://www.imdb.com/title/tt7730082/
Тайна гробницы,"Жанры игрового кино,Детектив (жанр),Детское кино,Приключенческий фильм","([],)","Австрия,Великобритания,Германия",,,1994,https://www.imdb.com/title/tt0111269/
Тайна горного подземелья,"Жанры игрового кино,Приключенческий фильм","(['Мирский, Лев Соломонович'],)",СССР,,,1975,https://www.imdb.com/title/tt2911852/
«Тайна двух океанов»,"Жанры игрового кино,Приключенческий фильм,Кинофантастика","(['Пипинашвили, Константин Константинович'],)",СССР,,,1956,https://www.imdb.com/title/tt0049828/
Тайна горного озера,Жанры игрового кино,"(['Роу, Александр Артурович', 'Ерзинкян, Юрий Арамаисович'],)",,Союз Советских Социалистических Республик,,1954,https://www.imdb.com/title/tt0417894/
Тайна головоломки,Жанры игрового кино,"(['Котек, Петр (страница отсутствует)'],)",Чехия,,,1993,https://www.imdb.com/title/tt0111815/
Тайна голливудской мамы,"Жанры игрового кино,Детектив","(['Дэвид С. Касс ст. (страница отсутствует)'],)",,,,2004,https://www.imdb.com/title/tt0377751/
Цена человека,"Жанры игрового кино,Драма (жанр)","(['Вирдзи, Паоло'],)","Италия,Франция",,,2013,https://www.imdb.com/title/tt2465578/
Цена успеха,"Жанры игрового кино,Драма (жанр)","([],)",,Соединённые Штаты Америки,,,https://www.imdb.com/title/tt0177721/
Цена счастья,"Жанры игрового кино,Драма (жанр),Комедия,Мелодрама","(['Гасан Сеидбейли'],)","СССР,Азербайджанская ССР",,,1976,https://www.imdb.com/title/tt2158581/
Цена страха,"Жанры игрового кино,Боевик (киножанр),Драма (жанр),Триллер","(['Робинсон, Фил Олден'],)",США,,,2002,https://www.imdb.com/title/tt0164184/
Цена страсти,"Жанры игрового кино,Триллер,Мелодрама","(['Чепмен, Мэтью'],)",,,,2011,https://www.imdb.com/title/tt1535970/
Цена справедливости,Жанры игрового кино,"([],)",США,,,1987,https://www.imdb.com/title/tt0091353/
Цена сокровищ,"Жанры игрового кино,Приключенческий фильм,Истерн","(['Тарасов, Сергей Сергеевич (режиссёр)'],)","Россия,США",,,1992,
Цена риска,"Жанры игрового кино,Боевик (киножанр),Кинофантастика,Драма (жанр),Триллер","(['Буассе, Ив'],)","Франция,Югославия",,,1983,https://www.imdb.com/title/tt0084540/
Цена победы,"Жанры игрового кино,Спорт,Драма (жанр)","(['Корренте, Майкл (страница отсутствует)'],)","США,Великобритания",,,2000,https://www.imdb.com/title/tt0193854/
Цена одного преступления,"Жанры игрового кино,Драма (драма) (страница отсутствует)","(['Якубовская, Ванда'],)",,,,1960,https://www.imdb.com/title/tt0054976/
Цена страха,"Жанры игрового кино,Фильм нуар","(['Биберман, Эбнер'],)",США,,,1956,https://www.imdb.com/title/tt0049636/
Цена измены,"Жанры игрового кино,Триллер,Драма (жанр),Мелодрама","(['Хафстрем, Микаэль'],)",США,,,2005,https://www.imdb.com/title/tt0398017/
Цельнометаллическая оболочка,"Жанры игрового кино,Военный фильм,Драма (жанр)","(['Кубрик, Стэнли'],)","США,Великобритания",,,1987,https://www.imdb.com/title/tt0093058/
Цена жизни,"Жанры игрового кино,Спагетти-вестерн","([],)","Испания,Италия",,,1966,https://www.imdb.com/title/tt0060853/
Цена денег: Приключение Ларго Винча,"Жанры игрового кино,Приключенческий фильм,Боевик (киножанр),Триллер","([],)",,"Франция,Бельгия",2024,,https://www.imdb.com/title/tt23049322/
Цена денег,"Жанры игрового кино,Кинокомедия","(['Кен Эннакин'],)",Великобритания,,,1955,https://www.imdb.com/title/tt0048772/
Цена головы,Жанры игрового кино,"(['Ильинский, Николай Серафимович'],)","Россия,Украина",,,1992,https://www.imdb.com/title/tt0105649/
Цена возврата,,"(['Мелик-Авакян, Григорий Георгиевич'],)",СССР,,,1983,https://www.imdb.com/title/tt5605724/
Цементный сад,"Жанры игрового кино,Драма (жанр)","(['Биркин, Эндрю'],)","Франция,Германия,Великобритания",,,1993,https://www.imdb.com/title/tt0106535/
Цена,"Жанры игрового кино,Драма (жанр),Экранизация","(['Калик, Михаил Наумович'],)",СССР,,,1969,https://www.imdb.com/title/tt0197979/
Цель — Марс,"Жанры игрового кино,Документальный фильм","(['Джилл, Скотт Дж. (страница отсутствует)'],)",США,,,2007,https://www.imdb.com/title/tt0437325/
Цель — Луна,"Жанры игрового кино,Драма (жанр)","([],)",,"Великобритания,Соединённые Штаты Америки",,,https://www.imdb.com/title/tt1251357/
Цель — Бирма,"Жанры игрового кино,Драма (жанр),Военный фильм","(['Рауль Уолш'],)",,Соединённые Штаты Америки,"1945,26 января,1945,17 февраля,1945,9 марта,1945,8 июня,1945,2 сентября,1945,18 июля,1952"," , , , , , ",https://www.imdb.com/title/tt0037954/
Целуя девушек,"Жанры игрового кино,Триллер","([],)",США,,,1997,https://www.imdb.com/title/tt0119468/
Целуя кузин,"Жанры игрового кино,Кинокомедия,Музыкальный фильм,Мелодрама,Музыкальный жанр,Саундтрек","(['Нельсон, Джин'],)",США,,,1964,https://www.imdb.com/title/tt0057227/
Целуются зори,"Жанры игрового кино,Кинокомедия","(['Сергей Никоненко'],)",СССР,,,1978,https://www.imdb.com/title/tt0078424/
Цель номер один,"Жанры игрового кино,Триллер,Боевик (жанр),Музыкальный жанр,Фильм-триллер,Военный фильм,Драматический фильм,Боевик (киножанр)","(['Кэтрин Бигелоу'],)","США,США",,,2012,https://www.imdb.com/title/tt1790885/
"Целую Вашу руку, мадам","Жанры игрового кино,Драма (жанр)","(['Роберт Ланд (страница отсутствует)'],)",Германское государство,,,,https://www.imdb.com/title/tt0020011/
Целуй меня снова,"Жанры игрового кино,Комедия","(['Любич, Эрнст'],)",,,,1925,https://www.imdb.com/title/tt0015979/
Целуй меня насмерть,"Жанры игрового кино,Детективный фильм,Триллер,Нуар (кино)","(['Роберт Олдрич'],)",,Соединённые Штаты Америки,,1955,https://www.imdb.com/title/tt0048261/
Целуй кого хочешь,"Жанры игрового кино,Кинокомедия,Драма (жанр),Мелодрама","(['Блан, Мишель'],)","Франция,Италия,Великобритания",,,2002,https://www.imdb.com/title/tt0290916/
Целлюлоза,"Жанры игрового кино,Драма (жанр),Соцреализм","(['Кавалерович, Ежи'],)",Польша,,,1953,https://www.imdb.com/title/tt0046841/
Целлулоидный шкаф,"Жанры игрового кино,Документальное кино","(['Эпштейн, Роб', 'Фридман, Джеффри (режиссёр) (страница отсутствует)'],)",США,,,1995,https://www.imdb.com/title/tt0112651/
Целитель Адамс,"Жанры игрового кино,Биография,Трагикомедия","(['Том Шедьяк'],)",США,,,1998,https://www.imdb.com/title/tt0129290/
Целиком и полностью,"Жанры игрового кино,Романтический фильм,Фильм ужасов,Роуд-муви","(['Гуаданьино, Лука'],)","США,Великобритания,Италия",,,,https://www.imdb.com/title/tt10168670/
Цезарь и Клеопатра,"Жанры игрового кино,Романтическая комедия,Драматический фильм","(['en:Gabriel Pascal'],)",,Великобритания,1945,,https://www.imdb.com/title/tt0038390/
Цезарь должен умереть,"Жанры игрового кино,Драма (жанр)","(['Братья Тавиани'],)",Италия,,,2012,https://www.imdb.com/title/tt2177511/
"Цветы, слёзы и ревность","Жанры игрового кино,Музыкальный фильм,Фильм-драма","(['Умэцугу Иноуэ'],)",Япония,,,,https://www.imdb.com/title/tt0203550/
Цветы провинции,"Жанры игрового кино,Драма (жанр)","(['Зайцев, Дмитрий Евгеньевич'],)",Белоруссия,,,1994,https://www.imdb.com/title/tt0452879/
Цветы праздника Хиган,"Жанры игрового кино,Драма (жанр),Кинокомедия","(['Одзу, Ясудзиро'],)",Япония,,,1958,https://www.imdb.com/title/tt0051720/
Цветы на чердаке,"Жанры игрового кино,Драма (жанр),Триллер","(['Чоу, Дебора (страница отсутствует)'],)",,"Канада,Соединённые Штаты Америки",,,https://www.imdb.com/title/tt3074694/
Цветы на чердаке,"Жанры игрового кино,Драма (жанр),Триллер","(['Джеффри Блум (страница отсутствует)'],)",США,,,,https://www.imdb.com/title/tt0093036/
Цветы лиловые полей,"Жанры игрового кино,Драма (жанр)","(['Спилберг, Стивен'],)",США,,,1985,https://www.imdb.com/title/tt0088939/
Цветы любви,"Жанры игрового кино,Кинокомедия,Драма (жанр),Мелодрама","([],)",Великобритания,,,1997,https://www.imdb.com/title/tt0119453/
Цветы календулы,"Жанры игрового кино,Драма (жанр)","(['Снежкин, Сергей Олегович'],)",Россия,,,1998,https://www.imdb.com/title/tt0198041/
Саммит,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Джорджо Бонтемпи (страница отсутствует)'],)","Италия,Франция",,,1968,https://www.imdb.com/title/tt0166371/
